file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,variances,,,,,,covariances,,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,[m+1K+1s-1],--,--
2018-10-05_0000_p01_fase01.dat,2018-10-05,00:30,278.021,0,36000,36000,-0.199502,0,-18.8414,0,6.36687,0,3.74599,0,0.143827,0,-9999,-9999,-9999,-9999,1267.36,57.8502,15.5000,404.637,412.251,0.00000,1,707.517,18.4702,18.8177,0.00000,1,293.398,291.525,92843.7,1.10177,1015.67,0.261056E-01,0.931998E-02,0.127495E-01,1715.30,2106.78,0.115718E-01,81.4181,391.479,288.253,2.52927,1.17955,-0.107393,2.79282,-0.217767E-13,0.817651E-01,2.79402,8.08416,335.245,25.0579,-9999,-9999,0.425528,1.45886,338.814,0.333811E-01,-2.95928,-0.395678E-01,0,69.7960,-10.5918,23.9587,59.6606,90.9862,127.609,191.182,-0.197422,1.01054,-18.2602,1.01054,7.96015,1.01231,4.52725,1.01231,0.179819,1.01231,800000099,800000099,800000099,800000099,800001199,800001199,899999999,899999999,89999,89999,89,89,7,15,0,9,50,50,1.37903,1.11184,0.426866,0.203031E-01,0.701784E-03,1.69172,-0.163178E-01,0.452725E-02,0.179819
2018-10-05_0000_p01_fase01.dat,2018-10-05,01:00,278.042,0,36000,36000,-0.211228,0,-12.8285,1,9.01021,1,3.09369,0,0.203468,1,-3.64776,-1.88279,0.230844,-0.425168E-01,1364.22,61.7475,15.5406,405.314,412.889,0.00000,1,703.403,18.3454,18.6883,0.00000,1,293.055,291.159,92814.7,1.10286,1015.60,0.260810E-01,0.131847E-01,0.126753E-01,1703.18,2058.86,0.114931E-01,82.7244,355.682,288.143,2.60437,1.07540,-0.986542E-01,2.81938,0.216665E-13,0.877840E-01,2.82074,8.95470,337.668,22.4894,-9999,-9999,0.437639,1.28671,541.193,0.208983E-01,-1.42377,-0.261708E-01,0,74.4167,-11.2930,25.5448,63.6103,97.0097,136.057,203.839,-0.208880,1.01124,-12.1429,1.01124,9.94254,1.01284,3.57661,1.01284,0.224521,1.01284,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,0,25,0,18,23,42,1.25496,0.934084,0.384383,0.117157E-01,0.543053E-03,1.97726,-0.108414E-01,0.357661E-02,0.224521
2018-10-05_0000_p01_fase01.dat,2018-10-05,01:30,278.062,0,36000,36000,-0.371137,0,-29.5241,0,7.91092,0,5.46380,0,0.178614,0,-1.70709,-2.66199,0.126035E-02,-0.601028E-01,161.532,7.24096,15.5448,405.318,412.818,0.00000,1,696.822,18.1691,18.5053,0.00000,1,292.870,290.987,92783.9,1.10322,1015.48,0.260743E-01,0.115742E-01,0.125567E-01,1686.25,2036.77,0.113819E-01,82.7904,350.520,287.988,3.03229,0.416565,-0.158087,3.06364,-0.646721E-14,0.103914E-01,3.06366,7.78842,351.411,7.92577,-9999,-9999,0.580011,1.58032,547.255,0.206668E-01,-3.73207,-0.454367E-01,0,84.0307,-12.7520,28.8450,71.8282,109.542,153.635,230.173,-0.367294,1.01046,-28.7412,1.01046,10.4364,1.01206,6.71820,1.01206,0.235635,1.01206,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,6,19,1,11,16,10,1.51027,1.15169,0.498679,0.782887E-02,0.581509E-03,6.29322,-0.256548E-01,0.671820E-02,0.235635
2018-10-05_0000_p01_fase01.dat,2018-10-05,02:00,278.083,0,36000,36000,-0.235041,0,-23.9512,0,5.06751,0,3.95288,0,0.114391,0,-2.16617,-1.80697,0.466065E-01,-0.407894E-01,1082.44,48.1869,15.5578,405.455,412.907,0.00000,1,692.584,18.0495,18.3813,0.00000,1,292.665,290.770,92761.2,1.10382,1015.42,0.260611E-01,0.741255E-02,0.124804E-01,1674.75,2009.06,0.113065E-01,83.3598,334.311,287.881,2.43184,0.682961,-0.983145E-01,2.52769,-0.147112E-12,0.695756E-01,2.52865,7.38994,343.514,15.7541,-9999,-9999,0.461447,1.51187,339.635,0.333005E-01,-4.72642,-0.463086E-01,0,75.3312,-11.4318,25.8587,64.3919,98.2018,137.729,206.344,-0.232383,1.01144,-23.3752,1.01144,7.13651,1.01322,4.98397,1.01322,0.161095,1.01322,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,19,17,1,12,30,40,1.43037,1.17896,0.414413,0.114458E-01,0.490290E-03,0.850115,-0.208551E-01,0.498397E-02,0.161095
2018-10-05_0000_p01_fase01.dat,2018-10-05,02:30,278.104,0,36000,36000,-0.208218,0,-18.1528,0,5.47013,0,3.61488,0,0.123458,0,-1.82308,-0.423481,0.152883,-0.955773E-02,1340.15,59.5009,15.5854,405.902,413.352,0.00000,1,691.972,18.0215,18.3523,0.00000,1,292.497,290.587,92764.9,1.10457,1015.40,0.260437E-01,0.800005E-02,0.124693E-01,1672.21,1986.00,0.112888E-01,84.2000,313.789,287.858,2.35800,1.01663,-0.936354E-01,2.56951,0.108401E-13,0.859875E-01,2.57094,7.21469,336.571,23.3769,-9999,-9999,0.434171,1.20615,373.270,0.302998E-01,-3.31853,-0.372779E-01,0,75.0816,-11.3939,25.7731,64.1786,97.8764,137.273,205.660,-0.205856,1.01147,-17.6179,1.01147,6.98690,1.01321,4.37503,1.01321,0.157690,1.01321,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,9,7,0,12,12,32,1.10645,0.935956,0.369912,0.669188E-02,0.564704E-03,0.502063,-0.157081E-01,0.437503E-02,0.157690
2018-10-05_0000_p01_fase01.dat,2018-10-05,03:00,278.125,0,36000,36000,-0.221365,0,-20.9434,0,4.40002,0,4.19435,0,0.992898E-01,0,-1.68033,-0.251376,0.229633,-0.567248E-02,278.846,12.3485,15.6184,406.575,414.030,0.00000,1,691.649,18.0049,18.3350,0.00000,1,292.360,290.419,92753.3,1.10508,1015.38,0.260319E-01,0.643398E-02,0.124635E-01,1670.46,1964.97,0.112783E-01,85.0123,294.504,287.842,2.48341,0.984384,-0.162863,2.67520,0.546065E-13,0.178537E-01,2.67526,7.01991,338.166,21.7200,-9999,-9999,0.447566,1.14372,354.375,0.319153E-01,-4.75983,-0.417029E-01,0,77.7347,-11.7965,26.6838,66.4465,101.335,142.124,212.927,-0.218958,1.01099,-20.4509,1.01099,6.21143,1.01275,5.09280,1.01275,0.140166,1.01275,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,2,7,0,4,42,41,1.11930,0.807550,0.360573,0.573353E-02,0.464825E-03,0.450916,-0.182258E-01,0.509280E-02,0.140166
2018-10-05_0000_p01_fase01.dat,2018-10-05,03:30,278.146,0,36000,36000,-0.137976,0,-24.2835,0,2.67341,0,4.07655,0,0.603228E-01,0,-0.828296,0.256616,0.100771,0.579028E-02,675.904,29.9384,15.6333,406.870,414.337,0.00000,1,692.460,18.0219,18.3526,0.00000,1,292.291,290.336,92748.2,1.10533,1015.40,0.260259E-01,0.390892E-02,0.124781E-01,1671.94,1954.67,0.112890E-01,85.5357,282.729,287.855,2.05826,0.862168,-0.124877,2.23439,-0.632671E-13,0.432349E-01,2.23481,6.33250,335.805,22.8150,-9999,-9999,0.353310,0.988338,150.343,0.752278E-01,-9.08336,-0.612389E-01,0,69.9357,-10.6130,24.0067,59.7800,91.1682,127.865,191.565,-0.136524,1.01064,-23.8669,1.01064,4.84916,1.01300,5.15008,1.01300,0.109416,1.01300,800000099,800000099,800000099,800000099,800001099,800001199,899999999,899999999,89999,89999,89,89,3,22,0,10,59,54,0.907670,0.776231,0.292775,0.115857E-01,0.105794E-02,0.515128,-0.212652E-01,0.515008E-02,0.109416
2018-10-05_0000_p01_fase01.dat,2018-10-05,04:00,278.167,0,36000,36000,-0.195152,0,-27.6909,0,1.85169,1,3.01000,0,0.417788E-01,1,-0.646193,-0.220794,-0.604449E-01,-0.498168E-02,248.684,11.0111,15.6302,406.693,414.151,0.00000,1,692.063,18.0073,18.3375,0.00000,1,292.255,290.271,92749.3,1.10560,1015.39,0.260197E-01,0.270727E-02,0.124710E-01,1670.61,1946.68,0.112798E-01,85.8187,276.065,287.843,2.43132,0.613857,-0.149307,2.51077,-0.193984E-12,0.159105E-01,2.51082,7.50263,345.115,14.2784,-9999,-9999,0.420133,1.02899,221.694,0.510163E-01,-14.9544,-0.587112E-01,0,75.3630,-11.4366,25.8697,64.4192,98.2433,137.788,206.431,-0.193110,1.01057,-27.2893,1.01057,4.36980,1.01260,4.26744,1.01260,0.985939E-01,1.01260,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,10,20,1,2,4,15,0.929685,0.784829,0.343459,0.134368E-01,0.173151E-02,1.96953,-0.243089E-01,0.426744E-02,0.985939E-01
2018-10-05_0000_p01_fase01.dat,2018-10-05,04:30,278.187,0,36000,36000,-0.283400,0,-33.4632,0,7.34299,0,3.89287,0,0.165691,0,0.905656,-2.10436,-0.687144,-0.474838E-01,495.174,21.8639,15.5518,404.682,412.044,0.00000,1,686.673,17.8683,18.1934,0.00000,1,292.303,290.362,92771.9,1.10558,1015.30,0.260215E-01,0.107368E-01,0.123738E-01,1658.12,1957.89,0.111922E-01,84.6890,299.773,287.727,2.69973,0.534072,-0.135144,2.75460,-0.297171E-13,0.318403E-01,2.75479,7.80330,348.254,11.2832,-9999,-9999,0.506297,1.40677,321.099,0.352227E-01,-4.55716,-0.588811E-01,0,80.1355,-12.1609,27.5079,68.4987,104.465,146.513,219.504,-0.280442,1.01055,-32.6720,1.01055,10.2100,1.01235,5.35633,1.01235,0.230383,1.01235,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,1,11,0,12,14,17,1.36778,1.01794,0.427813,0.143080E-01,0.551475E-03,3.17898,-0.291064E-01,0.535633E-02,0.230383
2018-10-05_0000_p01_fase01.dat,2018-10-05,05:00,278.208,0,36000,36000,-0.303119,0,-35.2843,0,6.68022,0,4.43867,0,0.150708,0,-1.91343,-1.73786,0.324478E-01,-0.392066E-01,189.331,8.30411,15.5687,404.776,412.093,0.00000,1,682.848,17.7536,18.0745,0.00000,1,292.107,290.170,92789.8,1.10657,1015.24,0.259994E-01,0.976587E-02,0.123049E-01,1647.79,1934.28,0.111199E-01,85.1890,286.487,287.630,2.69687,0.790422,-0.164853,2.81388,-0.636486E-13,0.121610E-01,2.81391,7.73369,343.805,16.4383,-9999,-9999,0.523380,1.32671,336.442,0.336165E-01,-5.28192,-0.600094E-01,0,83.7387,-12.7077,28.7448,71.5786,109.162,153.101,229.373,-0.299985,1.01045,-34.5177,1.01045,9.71886,1.01223,5.98954,1.01223,0.219261,1.01223,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,13,14,0,8,15,29,1.27139,0.972409,0.409608,0.183391E-01,0.713932E-03,0.899758,-0.307252E-01,0.598954E-02,0.219261
2018-10-05_0000_p01_fase01.dat,2018-10-05,05:30,278.229,0,36000,36000,-0.343028,0,-36.2327,0,6.16777,0,4.38197,0,0.139124,0,-1.68142,-1.33754,0.141422E-02,-0.301704E-01,402.047,17.5462,15.5822,404.781,412.060,0.00000,1,680.039,17.6654,17.9831,0.00000,1,291.960,290.002,92815.5,1.10756,1015.19,0.259771E-01,0.901525E-02,0.122543E-01,1640.07,1913.76,0.110643E-01,85.6988,273.690,287.557,2.79806,0.644258,-0.147314,2.87418,-0.611473E-13,0.258017E-01,2.87430,8.88975,346.593,13.0612,-9999,-9999,0.556521,1.44128,393.973,0.287075E-01,-5.87452,-0.579036E-01,0,83.1530,-12.6188,28.5437,71.0779,108.398,152.030,227.769,-0.339453,1.01053,-35.4842,1.01053,9.29497,1.01225,5.98384,1.01225,0.209664,1.01225,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,4,7,1,5,33,19,1.44769,0.963586,0.471285,0.132326E-01,0.647662E-03,1.51967,-0.315590E-01,0.598384E-02,0.209664
2018-10-05_0000_p01_fase01.dat,2018-10-05,06:00,278.250,1,36000,36000,-0.265442,0,-31.5860,0,8.80433,0,3.33021,0,0.198617,0,1.07272,-1.01677,-0.304918,-0.229373E-01,185.300,8.07394,15.5436,403.889,411.124,0.00000,1,677.270,17.5984,17.9136,0.00000,1,292.048,290.109,92824.1,1.10728,1015.15,0.259843E-01,0.128704E-01,0.122044E-01,1633.99,1926.83,0.110220E-01,84.8020,292.841,287.500,3.16994,0.635007,-0.167651,3.23616,-0.265503E-13,0.119213E-01,3.23618,8.90205,348.121,11.4261,-9999,-9999,0.489617,1.65374,307.765,0.367489E-01,-3.58755,-0.573921E-01,0,72.8082,-11.0489,24.9927,62.2353,94.9128,133.117,199.433,-0.263021,1.00920,-30.7682,1.00920,11.4313,1.01102,4.70368,1.01102,0.257880,1.01102,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,17,10,0,10,35,26,1.43647,1.36187,0.509152,0.146492E-01,0.572884E-03,1.24010,-0.273725E-01,0.470368E-02,0.257880
2018-10-05_0000_p01_fase01.dat,2018-10-05,06:30,278.271,1,36000,36000,-0.351038,0,-14.7900,0,7.19458,1,0.861227,0,0.162337,1,2.21555,0.816029,-0.758520E-01,0.184128E-01,322.799,14.1159,15.5230,403.667,410.921,0.500000E-01,0,678.815,17.6522,17.9694,0.00000,1,292.062,290.331,92823.0,1.10640,1015.18,0.260045E-01,0.105195E-01,0.122323E-01,1638.97,1954.11,0.110559E-01,83.8732,315.135,287.547,3.71237,0.873438,-0.178059,3.81714,0.317581E-14,0.207949E-01,3.81719,9.13003,346.684,13.3250,-9999,-9999,0.563276,2.14719,1000.78,0.113012E-01,-2.05572,-0.233773E-01,0,74.7973,-11.3508,25.6755,63.9356,97.5059,136.753,204.882,-0.347824,1.00924,-14.2219,1.00924,8.34277,1.01070,1.48385,1.01070,0.188245,1.01070,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,5,12,1,93,120,15,1.97377,1.69065,0.629937,0.522466E-02,0.195161E-03,4.09528,-0.126620E-01,0.148385E-02,0.188245
2018-10-05_0000_p01_fase01.dat,2018-10-05,07:00,278.292,1,36000,36000,-0.472967,0,18.7667,0,32.9232,0,-1.46288,0,0.743159,0,3.98879,3.22688,-0.775093E-01,0.728390E-01,2081.49,92.1750,15.4963,403.440,410.779,0.00000,1,686.224,17.8656,18.1906,0.00000,1,292.283,290.731,92843.2,1.10503,1015.30,0.260346E-01,0.481567E-01,0.123658E-01,1659.14,2004.13,0.111905E-01,82.7864,344.983,287.736,3.10448,0.859287,-0.527428E-01,3.22142,-0.267330E-13,0.134322,3.22422,8.46134,343.976,15.4965,-9999,-9999,0.654228,2.02974,-1236.03,-0.915025E-02,0.570016,0.255676E-01,0,84.0769,-12.7590,28.8609,71.8677,109.603,153.719,230.300,-0.465192,1.01671,20.4232,1.01671,30.0256,1.01866,-2.60571,1.01866,0.677755,1.01866,800000099,800000099,800000099,800000099,800000099,800001099,899999999,899999999,89999,89999,89,89,6,6,0,48,28,23,1.95239,1.47739,0.629696,0.169877E-01,0.451881E-03,6.90271,0.182034E-01,-0.260571E-02,0.677755
2018-10-05_0000_p01_fase01.dat,2018-10-05,07:30,278.312,1,36000,36000,-0.405072,0,47.4087,0,45.2251,0,-4.11703,0,1.02163,0,7.90838,2.41385,-0.387147,0.545285E-01,700.852,31.4025,15.4152,402.304,409.689,0.00000,1,690.696,18.0257,18.3566,0.00000,1,292.836,291.526,92871.5,1.10228,1015.42,0.260979E-01,0.662016E-01,0.124463E-01,1674.52,2106.87,0.112914E-01,79.4791,432.349,287.879,3.31792,0.791887,-0.142944,3.41373,0.350765E-13,0.454650E-01,3.41403,11.3431,345.690,13.4994,-9999,-9999,0.606206,2.22052,-389.359,-0.290477E-01,1.04828,0.698714E-01,0,79.2145,-12.0211,27.1918,67.7114,103.264,144.829,216.981,-0.398706,1.01597,49.3718,1.01597,39.2642,1.01791,-6.64876,1.01791,0.886974,1.01791,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,20,0,7,18,21,2.07740,1.73573,0.627931,0.619079E-01,0.187297E-02,8.92779,0.441106E-01,-0.664876E-02,0.886974
2018-10-05_0000_p01_fase01.dat,2018-10-05,08:00,278.333,1,36000,36000,-0.444837,0,120.350,0,75.1387,0,-8.46096,0,1.69904,0,10.0776,3.68559,-0.521432,0.833386E-01,1298.13,59.1820,15.3076,400.768,408.227,0.00000,1,697.878,18.2711,18.6112,0.00000,1,293.691,292.542,92899.3,1.09868,1015.57,0.261810E-01,0.110098,0.125758E-01,1697.83,2244.91,0.114463E-01,75.6305,547.073,288.094,3.31942,1.13804,-0.117186,3.51102,0.880055E-13,0.848028E-01,3.51205,9.19619,340.824,18.9773,-9999,-9999,0.636305,2.32009,-177.426,-0.637450E-01,1.60170,0.169511,0,79.8011,-12.1101,27.3931,68.2128,104.029,145.902,218.588,-0.437999,1.01561,123.018,1.01561,61.3102,1.01755,-14.5309,1.01755,1.38635,1.01755,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,5,5,2,0,6,7,2.07035,1.89041,0.679429,0.163907,0.240788E-02,23.1353,0.110252,-0.145309E-01,1.38635
2018-10-05_0000_p01_fase01.dat,2018-10-05,08:30,278.354,1,36000,36000,-0.346523,0,135.982,0,88.1159,0,-9.38554,0,1.99440,0,9.85008,4.41929,-0.208495,0.100025,368.246,17.0864,15.2348,400.152,407.722,0.00000,1,706.883,18.5667,18.9180,0.00000,1,294.613,293.538,92915.4,1.09502,1015.76,0.262656E-01,0.129237,0.127380E-01,1725.59,2387.87,0.116327E-01,72.2649,662.278,288.346,3.16441,1.43686,-0.186768,3.47961,0.137885E-13,0.241714E-01,3.47970,8.24494,335.112,24.5020,-9999,-9999,0.562543,2.27422,-108.528,-0.104213,1.54321,0.217325,0,76.5779,-11.6210,26.2867,65.4577,99.8270,140.009,209.759,-0.341157,1.01573,139.196,1.01573,72.1967,1.01767,-16.2419,1.01767,1.63409,1.01767,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,1,4,0,2,7,17,1.80682,2.15300,0.588627,0.242205,0.322326E-02,37.9982,0.125145,-0.162419E-01,1.63409
2018-10-05_0000_p01_fase01.dat,2018-10-05,09:00,278.375,1,36000,36000,-0.567997,0,228.295,0,141.570,0,-12.6191,0,3.20721,0,9.31948,4.13377,-0.983407E-01,0.936486E-01,617.866,29.1182,15.1768,399.860,407.540,0.00000,1,715.239,18.8443,19.2062,0.00000,1,295.608,294.484,92927.3,1.09152,1015.94,0.263468E-01,0.207827,0.128886E-01,1751.62,2530.85,0.118079E-01,69.2106,779.233,288.579,3.07924,1.92780,-0.195794,3.63794,0.365242E-13,0.407112E-01,3.63817,9.60055,328.407,32.1490,-9999,-9999,0.721367,2.91381,-136.330,-0.829605E-01,1.61259,0.285391,0,86.3366,-13.1019,29.6366,73.7992,112.548,157.851,236.489,-0.559502,1.01518,233.469,1.01518,114.864,1.01712,-24.0992,1.01712,2.60218,1.01712,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,0,6,0,4,2,34,2.65948,2.45060,0.717538,0.372537,0.445562E-02,57.3638,0.210537,-0.240992E-01,2.60218
2018-10-05_0000_p01_fase01.dat,2018-10-05,09:30,278.396,1,36000,36000,-0.383399,0,249.411,0,151.829,0,-13.3593,0,3.44267,0,9.04189,5.06595,-0.338576,0.114869,-972.032,-46.7572,15.0910,398.854,406.656,0.00000,1,725.915,19.1858,19.5611,0.00000,1,296.630,295.404,92924.7,1.08795,1016.16,0.264299E-01,0.223085,0.130810E-01,1783.32,2677.13,0.120235E-01,66.6131,893.810,288.859,2.97415,1.86464,-0.296030,3.51969,0.191270E-12,-0.644114E-01,3.52028,9.82169,329.880,32.2565,-9999,-9999,0.593636,2.78674,-69.5494,-0.162618,1.64272,0.380036,0,76.1642,-11.5582,26.1447,65.1040,99.2877,139.252,208.625,-0.377516,1.01558,254.830,1.01558,122.322,1.01752,-25.8057,1.01752,2.77361,1.01752,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,4,7,0,2,1,14,2.15271,2.75623,0.664527,0.449584,0.543933E-02,70.1649,0.230506,-0.258057E-01,2.77361
2018-10-05_0000_p01_fase01.dat,2018-10-05,10:00,278.417,1,36000,36000,-0.295400,0,242.450,0,157.871,0,-12.5065,0,3.58369,0,11.3158,4.49945,-0.353064,0.102138,176.396,8.64273,14.9920,397.800,405.707,0.00000,1,734.551,19.4907,19.8782,0.00000,1,297.747,296.560,92921.6,1.08355,1016.35,0.265342E-01,0.232223,0.132366E-01,1811.60,2871.33,0.122160E-01,63.0926,1059.73,289.105,2.47447,1.89643,-0.214602,3.12415,-0.187414E-13,0.117660E-01,3.12417,8.10038,323.040,37.5860,-9999,-9999,0.522133,2.49232,-48.6850,-0.232310,1.53575,0.421644,0,75.2097,-11.4134,25.8171,64.2881,98.0434,137.507,206.011,-0.290422,1.01714,248.010,1.01714,128.322,1.01909,-24.5925,1.01909,2.91293,1.01909,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,4,2,0,7,0,22,1.87219,2.58271,0.529738,0.583122,0.657966E-02,99.8043,0.225204,-0.245925E-01,2.91293
2018-10-05_0000_p01_fase01.dat,2018-10-05,10:30,278.437,1,36000,36000,-0.348704,0,301.322,0,190.550,0,-13.2557,0,4.32860,0,7.16511,3.89308,-0.174125,0.884362E-01,697.523,34.6857,14.9341,397.279,405.285,0.00000,1,742.627,19.7554,20.1535,0.00000,1,298.590,297.294,92914.0,1.08068,1016.52,0.266020E-01,0.280493,0.133821E-01,1836.04,3000.89,0.123831E-01,61.1834,1164.84,289.315,2.77483,0.810551,-0.132492,2.89339,-0.967830E-13,0.467067E-01,2.89377,9.11172,341.394,16.3628,-9999,-9999,0.568042,2.78614,-50.4410,-0.224222,1.58132,0.482879,0,78.0535,-11.8449,26.7932,66.7189,101.751,142.707,213.801,-0.342459,1.01824,307.596,1.01824,153.524,1.02018,-28.1856,1.02018,3.48750,1.02018,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,4,7,0,4,3,22,2.18978,2.81169,0.570815,0.699287,0.751188E-02,126.151,0.280007,-0.281856E-01,3.48750
2018-10-05_0000_p01_fase01.dat,2018-10-05,11:00,278.458,1,36000,36000,-0.346957,1,353.281,0,233.418,0,-15.4015,0,5.30663,0,8.02176,4.88712,-0.439166E-02,0.111106,191.853,9.70165,14.8899,397.265,405.410,0.00000,1,752.953,20.0889,20.5007,0.00000,1,299.491,298.118,92898.8,1.07738,1016.73,0.266801E-01,0.343870,0.135682E-01,1866.73,3152.40,0.125937E-01,59.2162,1285.67,289.575,2.48834,0.456132,-0.147188,2.53270,0.148001E-12,0.128848E-01,2.53274,7.84921,349.117,10.5001,-9999,-9999,0.567484,2.61806,-42.8941,-0.263673,1.51351,0.568321,0,77.3208,-11.7337,26.5417,66.0926,100.795,141.367,211.794,-0.340042,1.02033,360.561,1.02033,188.692,1.02229,-32.8853,1.02229,4.28980,1.02229,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,11,25,0,10,1,14,1.87342,2.78062,0.582088,0.891357,0.829243E-02,142.408,0.329159,-0.328853E-01,4.28980
2018-10-05_0000_p01_fase01.dat,2018-10-05,11:30,278.479,1,36000,36000,-0.416910,0,433.940,0,307.748,0,-19.4385,0,7.00511,0,12.3162,6.56103,-0.247609,0.149346,2182.19,113.035,14.7938,396.519,404.834,0.00000,1,766.301,20.5392,20.9699,0.00000,1,300.623,299.388,92866.8,1.07225,1017.01,0.268030E-01,0.453931,0.138087E-01,1907.92,3399.16,0.128782E-01,56.1291,1491.24,289.918,1.73378,1.45455,-0.430911E-01,2.26262,0.129247E-12,0.147507,2.26743,8.61866,322.028,40.0085,-9999,-9999,0.623552,2.40787,-46.3216,-0.244163,1.41005,0.638169,0,85.1935,-12.9284,29.2442,72.8221,111.058,155.761,233.358,-0.407822,1.02228,443.421,1.02228,250.603,1.02425,-40.8883,1.02425,5.70435,1.02425,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,8,3,0,7,2,20,2.42129,1.84400,0.550454,0.982406,0.104985E-01,207.487,0.406623,-0.408883E-01,5.70435
